Earth_vx,Earth_vy,Sun_vx,Sun_vy
-14039.276222477833,0.04215312096562975,-26126.80695055225,0.16786096083896326
-13591.606700747669,0.040808987037136764,-26361.895690342546,0.1685668180305307
-13140.017086514752,0.0394530829767049,-26589.325767610888,0.16924967998198698
-12684.638001409552,0.03808580097758562,-26809.03234866386,0.1699093520292712
-12225.601121751439,0.036707536399748386,-27020.952813801658,0.17054564615586895
-11763.039141500425,0.035318687658642774,-27225.02677388812,0.17115838104256395
-11297.085734968472,0.03391965611323863,-27421.19608631745,0.1717473821153784
-10827.875519299585,0.032510845953372065,-27609.404870374885,0.17231248159169363
-10355.544016727952,0.03109266408642496,-27789.599521988617,0.1728535185245429
-9880.227616623364,0.029665520023365834,-27961.728727870403,0.17337033884506878
-9402.063537333172,0.028229825764179796,-28125.743479042427,0.17386279540313782
-8921.189787830052,0.026785995682715426,-28281.597083748104,0.1743307480061053
-8437.745129174833,0.025334446410976378,-28429.245179744586,0.1747740634557237
-7951.869035803651,0.023875596722885528,-28568.645745974933,0.17519261558318855
-7463.701656648704,0.022409867417549505,-28699.759113617903,0.17558628528231565
-6973.38377610188,0.02093768120205145,-28822.547976513557,0.17595496054084397
-6481.05677483054,0.019459462573799848,-28936.97740096288,0.17629853646985924
-5986.86259045471,0.01797563770246126,-29043.014834899815,0.17661691533133303
-5490.943678094986,0.016486634311504864,-29140.630116434135,0.17691000656377293
-4993.442970800423,0.014992881559386644,-29229.795481763773,0.17717772680597935
-4494.5038398656725,0.013494809920401057,-29310.485572455265,0.17741999991890522
-3994.2700550466784,0.011992851065228089,-29382.67744209112,0.1776367570056148
-3492.885744684187,0.010487437741203556,-29446.350562283005,0.17782793642933825
-2990.495355744369,0.00897900365234051,-29501.48682804977,0.17799348382961938
-2487.2436137858285,0.007467983339129646,-29548.07056255941,0.17813335213655332
-1983.2754828622856,0.005954812058146539,-29586.08852123421,0.17824750158311234
-1478.7361253702147,0.004439925661493625,-29615.52989521837,0.17833589971555747
-973.770861850722,0.0029237604761047802,-29636.386314207546,0.1783985214019342
-468.5251307549426,0.0014067531829403783,-29648.6518486399,0.17843534883865117
36.85555181775504,-0.00011065930389931569,-29652.323011248212,0.1784463715551403
542.225632399477,-0.0016280399581145217,-29647.39875797287,0.17843158641659812
1047.43956044214,-0.0031449517621722307,-29633.88048823555,0.17839099762480762
1552.3518286051515,-0.004660957828270524,-29611.772044573554,0.17832461671704017
2056.8170130331523,-0.006175621519273048,-29581.07971163488,0.1782324625630383
2560.6898136145355,-0.007688506569585778,-29541.812214534162,0.1781145613600793
3063.825094211461,-0.00919917720594819,-29493.980716569753,0.1779709466261208
3566.0779228520805,-0.010707198268110975,-29437.59881630233,0.17780165919102928
4067.3036118756904,-0.012212135329372414,-29372.6825439955,0.17760674718589284
4567.357758021529,-0.013713554816945538,-29299.25035741899,0.1773862660304203
5066.096282451931,-0.015211024132128225,-29217.323137015082,0.17714027841842828
5563.375470700566,-0.01670411177024831,-29126.92418042913,0.17686885430141908
6059.052012536467,-0.018192387440355902,-29028.07919640501,0.17657207087025165
6552.983041734569,-0.01967542218463497,-28920.816298046546,0.17625001253490888
7045.026175743484,-0.02115278849750638,-28805.165995446,0.17590277090236464
7535.039555241217,-0.022624060444394495,-28681.161187680875,0.175530444752554
8022.881883569559,-0.02408881378012947,-28548.837154180303,0.1751331400124507
8508.412466037853,-0.025546626066957352,-28408.231545462524,0.17471096972825634
8991.491249086885,-0.026997076792130214,-28259.384373244953,0.17426405403570566
9471.978859303594,-0.02843974748504836,-28102.33799992851,0.1737925201284931
9949.736642277348,-0.02987422183392683,-27937.13712745799,0.17329650222482598
10424.626701288502,-0.03130008580195831,-27763.82878556033,0.17277614153210963
10896.511935819959,-0.032716927742944664,-27582.46231936278,0.17223158620977086
11365.256079882494,-0.03412433851636922,-27393.089376393105,0.1716629913302259
11830.72374014455,-0.03552191160188204,-27195.763892963994,0.1710705188379993
12292.780433857264,-0.03690924321317029,-26990.54207994407,0.17045433750700134
12751.292626565448,-0.03828593241118601,-26777.4824079179,0.16981462289597055
13206.127769595305,-0.03965158121670351,-26556.645591737644,0.16915155730208994
13657.154337309614,-0.041005794722178544,-26328.094574468952,0.16846532971278444
14104.241864121148,-0.042348181202881655,-26091.894510734015,0.167756135755708
14547.260981255116,-0.04367835222727787,-25848.112749454638,0.1670241776469295
14986.083453251385,-0.04499592276662514,-25596.81881599843,0.16626966413732647
15420.582214197286,-0.046300511303763864,-25338.084393731275,0.16549281045719602
15850.6314036818,-0.047591739941069806,-25071.983304979385,0.1646938382590933
16276.10640246194,-0.04886923450754291,-24798.591491404408,0.16387297555890742
16696.883867832148,-0.05013262466500439,-24517.98699379511,0.16303045667518562
17112.841768687555,-0.05138154401337467,-24230.249931279355,0.162166522166717
17523.859420271932,-0.052615630195004585,-23935.46247996017,0.1612814187683871
17929.817518601256,-0.0538345249980326,-23633.708850979896,0.1603753993253151
18330.59817455373,-0.055037874458740574,-23325.075268016473,0.15944872272528615
18726.084947617168,-0.05622532896288077,-23009.649944216115,0.15850165382949138
19116.162879284737,-0.057396543345947,-22687.52305856669,0.15753446340158872
19500.718526089928,-0.058551176992362584,-22358.786731716344,0.15654742803509789
19879.639992271786,-0.05968889393355818,-22023.53500124198,0.15554083007914368
20252.816962061395,-0.06080936294491239,-21681.86379637238,0.15451495756256187
20620.14073158064,-0.06191225764152823,-21333.870912170867,0.15347010411638218
20981.50424034433,-0.0629972565728187,-20979.655983182573,0.15240656889470391
21336.802102356763,-0.06406404331587462,-20619.320456551523,0.15132465649397964
21685.930636793877,-0.06511230656758826,-20252.967564612878,0.15022467687072294
22028.78789826214,-0.06614174023550605,-19880.70229696582,0.14910694525765697
22365.27370662541,-0.0671520435273841,-19502.631372032727,0.1479717820783204
22695.289676390992,-0.06814292103942034,-19118.863208110422,0.14681951286014844
23018.73924564623,-0.06911408284313691,-18729.507893919454,0.14565046814604662
23335.5277045369,-0.07006524457088709,-18334.677158657458,0.14446498340447564
23645.562223278885,-0.07099612749996057,-17934.484341562875,0.14326339893806594
23948.751879694493,-0.07190645863526174,-17529.04436099542,0.14204605979078144
24245.007686264988,-0.07279597079053524,-17118.47368303982,0.1408133156536518
24534.24261669083,-0.07366440266811347,-16702.89028963955,0.13956552076909348
24816.371631951286,-0.07451149893716094,-16282.413646267389,0.1383030338338403
25091.311705855067,-0.07533701031039039,-15857.164669139882,0.1370262179005042
25358.98185007375,-0.07614069361922597,-15427.265691982793,0.1357354402777882
25619.303138649793,-0.07692231188738893,-14992.840432354928,0.1344310724293731
25872.198731971053,-0.07768163440288142,-14554.013957537793,0.13311348987150085
26117.59390020375,-0.07841843678834429,-14110.912649998752,0.13178307206927703
26355.416046175927,-0.07913250106976502,-13663.664172435472,0.1304402023317165
26585.59472770359,-0.07982361574351222,-13212.397432409618,0.12908526770555542
26808.061679351642,-0.0804915758416732,-12757.242546577929,0.12771865886785466
27022.750833622038,-0.0811361829956716,-12298.33080452896,0.12634077001741906
27229.59834156147,-0.08175724549814234,-11835.794632233923,0.1249519987650581
27428.542592781123,-0.08235457836304118,-11369.76755512024,0.12355274602271374
27619.524234881123,-0.08292800338396687,-10900.384160776557,0.12214341589148173
27802.486192272325,-0.08347734919067389,-10427.78006129817,0.12072441554855315
27977.373684388327,-0.08400245130375421,-9952.091855281908,0.11929615513310361
28144.134243280583,-0.08450315218746692,-9473.457089479749,0.11785904763115766
28302.7177305897,-0.0849793013006947,-8992.014220120549,0.11641350875945673
28453.076353886066,-0.08543075514600687,-8507.902573909447,0.11495995684835934
28595.164682373117,-0.0858573773168086,-8021.262308714667,0.11349881272380268
28728.939661946628,-0.08625903854255672,-7532.234373951584,0.11203049958835515
28854.360629603652,-0.08663561673202265,-7040.960470674089,0.11055544290139024
28971.389327194735,-0.0869869970145837,-6547.583011383432,0.10907407025841197
29079.989914513262,-0.087313071779524,-6052.245079564869,0.10758681126956307
29180.128981715938,-0.08761374071332712,-5555.09038896263,0.1060940974373476
29271.775561068484,-0.0878889108349427,-5056.263242603815,0.10459636203359957
29354.901138010886,-0.08813849652901008,-4555.908491582038,0.10309403997573026
29429.479661536607,-0.08836241957702196,-4054.1714936117246,0.10158756770228697
29495.487553880368,-0.08856060918641206,-3551.1980713641765,0.10007738304785642
29552.90371950928,-0.08873300201755124,-3047.1344705966053,0.09856392511734666
29601.709553412256,-0.08887954220863649,-2542.127318085522,0.09704763415968141
29641.888948682856,-0.0890001813984585,-2036.3235793759775,0.09552895144094165
29673.428303390796,-0.08909487874703356,-1529.8705163583113,0.09400831911698915
29696.316526737683,-0.08916360095408615,-1022.9156446841828,0.0924861801056076
29710.545044492577,-0.08920632227536933,-515.6066910338005,0.09096297795819679
29716.107803703275,-0.0892230245368104,-8.091550246393894,0.08943915673105632
29713.00127667936,-0.08921369714647012,499.4817576739016,0.08791516085629512
29701.2244642433,-0.08917833710430415,1006.9651306644517,0.08639143501240393
29680.778898246026,-0.08911694900971605,1514.2104278104084,0.08486842399452778
29651.668643343655,-0.08902954506689204,2021.0695126383378,0.0833465725844763
29613.90029803229,-0.08891614508790789,2527.394296484544,0.0818263254205097
29567.48299493795,-0.0887767764935995,3033.0367819253333,0.08030812686693886
29512.428400358942,-0.08861147431218883,3537.8491062563467,0.07879242088357796
29448.75071305828,-0.08842028117565813,4041.683585008,0.07727965089508883
29376.46666230385,-0.08820324731386553,4544.392755483959,0.07577025966025602
29295.59550515436,-0.08796043054639607,5045.829420309489,0.07426468914123235
29206.159022989337,-0.08769189627214294,5545.84669097642,0.07276338037279449
29108.181517281588,-0.0873977174566142,6044.298031371392,0.07126677333164881
29001.689804610894,-0.08707797461696143,6541.037301273955,0.06977530680582775
28886.713210917882,-0.0867327558047268,7035.918799811017,0.06828941826421722
28763.283564997284,-0.08636215658630657,7528.797308854085,0.06680954372625583
28631.43519123008,-0.08596628002112923,8019.528136345625,0.06533611763184684
28491.204901554207,-0.08554523663754737,8507.967159540873,0.06386957271152405
28342.63198667382,-0.08509914440644346,8993.970868151297,0.06241033985691296
28185.758206507384,-0.08462812871255007,9477.396407375925,0.060958847991528606
28020.62777987506,-0.0841323223234861,9958.101620806661,0.05951552394195175
27847.28737342616,-0.08361186535651131,10435.945093193675,0.058080792309425235
27665.78608980774,-0.08306690524300242,10910.786193056947,0.056655075341912185
27476.175455075627,-0.0824975966906544,11382.48511512997,0.05523879280665824
27278.50940534942,-0.08190410164341211,11850.902922621626,0.053832361863299684
27072.844272713442,-0.08128658923913756,12315.901589282219,0.05243619693755958
26859.23877036565,-0.0806452357650194,12777.344041259623,0.05105070959557413
26637.753977017,-0.07998022461073176,13235.09419873152,0.04967630841889129
26408.453320543966,-0.07929174621935069,13689.01701729968,0.04831339888018388
26171.402560897153,-0.07857999803603709,14138.978529132255,0.04696238321971925
25926.66977226932,-0.0778451844544959,14584.845883840064,0.04562366032262773
25674.32532452633,-0.07708751676122232,15026.487389072861,0.04429762559701172
25414.44186390489,-0.07630721307754648,15463.77255082161,0.04298467085293755
25147.094292981204,-0.07550449829948905,15896.572113412818,0.04168518418235198
24872.359749914947,-0.07467960403544094,16324.758099181014,0.04039954983996502
24590.317586973266,-0.0738327685416814,16748.2038478055,0.03912814812514077
24301.04934833981,-0.07296423665574928,17166.784055297583,0.037871355264837744
24004.63874721407,-0.07207425972768346,17580.374812624486,0.03662954329764003
23701.171642206602,-0.07116309554914922,17988.853643956292,0.03540307995892031
23390.736013035978,-0.070231008280468,18392.099544522258,0.03419232856717574
23073.421935533657,-0.06927826837556912,18789.99301806299,0.03299764791157732
22749.321555963183,-0.06830515250488291,19182.41611386499,0.03181939214077312
22418.52906466043,-0.0673119434761951,19569.252463364235,0.030657910652985537
22081.140669001947,-0.06629893015348395,19950.38731630548,0.029513547987442497
21737.254565708678,-0.06526640737376178,20325.70757644418,0.02838664371718191
21386.97091249264,-0.0642146758619437,20695.10183677793,0.027277532343268806
21030.39179905444,-0.06314404214376726,21058.46041429454,0.026186543190463776
20667.621217439762,-0.06205481845678745,21415.675384223894,0.025114000304381268
20298.7650317633,-0.06094732265947231,21766.640613780968,0.024060222350175717
19923.930947308774,-0.059821878138425336,22111.251795387452,0.02302552251279315
19543.22847901406,-0.05867881371376167,22449.406479359626,0.022010208398825417
19156.768919350685,-0.057518463542665814,22781.004106050234,0.02101458194000375
18764.665305607203,-0.056341167021159495,23105.946037432306,0.020038939298367888
18367.032386586234,-0.05514726868410911,23424.13558811305,0.019083570773146468
17963.986588725253,-0.053937118103502886,23735.478055766067,0.01814876070938386
17555.64598165141,-0.05271106978502878,24039.88075097037,0.017234787408348114
17142.130243180985,-0.05146948306298485,24337.253026444847,0.01634192303975406
16723.560623774312,-0.05021272199355466,24627.506305667026,0.015470433555835082
16300.05991045721,-0.048941155246480884,24910.554110865178,0.014620578607296446
15871.752390220301,-0.04765515599517127,25186.312090373016,0.013792611461182424
15438.763812907748,-0.04635510180527153,25454.698045336467,0.012986778920688849
15001.221353607229,-0.045041374521740764,25715.631955762197,0.012203321246952066
14559.25357455319,-0.043714360154465386,25969.03600589781,0.011442472082844532
14112.990386555639,-0.042374448762448606,26214.83460893387,0.010704458378806654
13662.56300996698,-0.04102203433661278,26452.954431018123,0.009989500320743736
13208.103935199582,-0.03965751468125285,26683.324414572577,0.00929781126001614
12749.746882807025,-0.03828129129417977,26905.875800904294,0.008629597645550068
12287.62676314214,-0.0368937692455932,27120.54215210105,0.007985058958095544
11821.879635605179,-0.03549535705572355,27327.259372203254,0.00736438764665745
11352.64266749565,-0.03408646657128408,27525.96572764378,0.006767769067124615
10880.054092481529,-0.03266751284077411,27716.601866947665,0.006195381423121196
10404.253168699763,-0.031238913988675215,27899.110839683897,0.005647395709103715
9925.38013650213,-0.02980109108858257,28073.43811466174,0.0051239756557262955
9443.576175860733,-0.028354468035314384,28239.53159736444,0.0046252776774957744
8958.983363447534,-0.026899471416042577,28397.3416466133,0.004151450822737505
8471.74462940251,-0.025436530380488587,28546.821090455596,0.0037026367258917578
7982.003713805162,-0.023966076510228477,28687.925241269888,0.003278969562159759
7489.905122864257,-0.022488543687152012,28820.611910082764,0.0028805760045174716
6995.594084840812,-0.021004367961120835,28944.84142009128,0.002507575183114315
6499.216505719475,-0.019513987416871152,29060.576619385654,0.002160078647073085
6000.918924643562,-0.01801784204020682,29167.782892867126,0.0018381903287063932
5500.84846912914,-0.016516373583529028,29266.428173356217,0.0015420065101639938
4999.152810073663,-0.015010025430749085,29356.482951886886,0.0012716157925244012
4495.980116574741,-0.013499242461631153,29437.92028718249,0.0010270990673432383
3991.4790105747406,-0.011984470915612045,29510.71581430967,0.0008085294906697697
3485.798521347003,-0.010466158255145453,29574.847752506746,0.0006159724595420957
2979.0880398395234,-0.008944753028618219,29630.296912183392,0.00044948559097048756
2471.4972728920275,-0.0074207047328864705,29677.046701088817,0.0003091187034173469
1963.1761973424325,-0.005894463675479642,29715.08312964594,0.0001949138007812695
1454.2750140387393,-0.0043664808365205384,29744.394815449417,0.00010690505889168574
