Total Energy
2.648127657957103e+33
2.6481226651266387e+33
2.6481143454031347e+33
2.6481027012769315e+33
2.6480877362333845e+33
2.6480694547517436e+33
2.6480478623037104e+33
2.6480229653516797e+33
2.647994771346661e+33
2.6479632887258816e+33
2.6479285269100775e+33
2.647890496300461e+33
2.647849208275386e+33
2.647804675186686e+33
2.6477569103557143e+33
2.6477059280690636e+33
2.6476517435739855e+33
2.6475943730735015e+33
2.6475338337212074e+33
2.647470143615773e+33
2.647403321795154e+33
2.6473333882304936e+33
2.6472603638197335e+33
2.647184270380931e+33
2.6471051306452943e+33
2.6470229682499127e+33
2.6469378077302225e+33
2.646849674512177e+33
2.6467585949041483e+33
2.646664596088544e+33
2.646567706113159e+33
2.64646795388226e+33
2.646365369147398e+33
2.646259982497969e+33
2.6461518253515046e+33
2.6460409299437205e+33
2.645927329318312e+33
2.645811057316495e+33
2.645692148566318e+33
2.6455706384717264e+33
2.645446563201395e+33
2.6453199596773346e+33
2.6451908655632696e+33
2.645059319252797e+33
2.644925359857327e+33
2.6447890271938145e+33
2.644650361772274e+33
2.644509404783115e+33
2.6443661980842493e+33
2.6442207841880294e+33
2.6440732062479834e+33
2.643923508045378e+33
2.643771733975594e+33
2.643617929034334e+33
2.6434621388036606e+33
2.6433044094378665e+33
2.643144787649194e+33
2.6429833206933994e+33
2.642820056355164e+33
2.642655042933362e+33
2.642488329226209e+33
2.64231996451625e+33
2.64214999855524e+33
2.6419784815488986e+33
2.6418054641415426e+33
2.641630997400618e+33
2.641455132801114e+33
2.641277922209887e+33
2.6410994178698794e+33
2.6409196723842605e+33
2.64073873870047e+33
2.640556670094195e+33
2.640373520153263e+33
2.640189342761472e+33
2.6400041920823555e+33
2.639818122542891e+33
2.639631188817156e+33
2.639443445809933e+33
2.63925494864028e+33
2.639065752625056e+33
2.6388759132624214e+33
2.638685486215313e+33
2.6384945272948853e+33
2.638303092443957e+33
2.6381112377204276e+33
2.6379190192807e+33
2.6377264933630964e+33
2.6375337162712843e+33
2.637340744357707e+33
2.637147634007027e+33
2.636954441619599e+33
2.636761223594956e+33
2.636568036315329e+33
2.6363749361292025e+33
2.636181979334907e+33
2.6359892221642524e+33
2.635796720766217e+33
2.635604531190679e+33
2.635412709372214e+33
2.63522131111395e+33
2.635030392071488e+33
2.6348400077369015e+33
2.6346502134227975e+33
2.634461064246469e+33
2.634272615114124e+33
2.634084920705209e+33
2.633898035456815e+33
2.6337120135481907e+33
2.6335269088853474e+33
2.633342775085774e+33
2.633159665463255e+33
2.6329776330128044e+33
2.632796730395715e+33
2.632617009924726e+33
2.6324385235493135e+33
2.632261322841111e+33
2.632085458979452e+33
2.631910982737067e+33
2.631737944465884e+33
2.6315663940830075e+33
2.6313963810568133e+33
2.631227954393205e+33
2.631061162622015e+33
2.6308960537835686e+33
2.630732675415388e+33
2.6305710745390723e+33
2.630411297647336e+33
2.6302533906912056e+33
2.630097399067395e+33
2.629943367605849e+33
2.629791340557455e+33
2.629641361581945e+33
2.6294934737359573e+33
2.6293477194612994e+33
2.6292041405733855e+33
2.629062778249859e+33
2.628923673019414e+33
2.6287868647507986e+33
2.628652392642011e+33
2.628520295209707e+33
2.628390610278779e+33
2.6282633749721665e+33
2.628138625700843e+33
2.6280163981540176e+33
2.627896727289548e+33
2.627779647324551e+33
2.6276651917262254e+33
2.627553393202897e+33
2.6274442836952574e+33
2.6273378943678356e+33
2.627234255600678e+33
2.627133396981243e+33
2.627035347296528e+33
2.6269401345254017e+33
2.626847785831164e+33
2.6267583275543446e+33
2.626671785205699e+33
2.6265881834594514e+33
2.626507546146761e+33
2.626429896249414e+33
2.626355255893743e+33
2.626283646344787e+33
2.626215088000668e+33
2.626149600387221e+33
2.6260872021528344e+33
2.626027911063545e+33
2.625971743998355e+33
2.625918716944794e+33
2.6258688449947106e+33
2.625822142340311e+33
2.6257786222704266e+33
2.625738297167021e+33
2.625701178501951e+33
2.625667276833945e+33
2.6256366018058426e+33
2.625609162142062e+33
2.6255849656463143e+33
2.625564019199558e+33
2.625546328758203e+33
2.62553189935254e+33
2.6255207350854347e+33
2.6255128391312445e+33
2.625508213734992e+33
2.625506860211777e+33
2.6255087789464343e+33
2.62551396939343e+33
2.6255224300770024e+33
2.6255341585915545e+33
2.625549151602278e+33
2.6255674048460324e+33
2.62558891313245e+33
2.625613670345308e+33
2.625641669444121e+33
2.625672902465988e+33
2.6257073605276815e+33
2.62574503382797e+33
2.6257859116501947e+33
2.625829982365072e+33
2.6258772334337543e+33
2.6259276514111105e+33
2.625981221949267e+33
2.6260379298013705e+33
2.626097758825598e+33
2.6261606919894046e+33
2.6262267113740016e+33
2.62629579817908e+33
2.6263679327277595e+33
2.6264430944717796e+33
2.626521261996923e+33
2.626602413028666e+33
2.626686524438071e+33
2.626773572247897e+33
2.626863531638948e+33
2.6269563769566503e+33
2.627052081717852e+33
2.627150618617855e+33
2.627251959537662e+33
2.627356075551459e+33
2.627462936934312e+33
2.627572513170083e+33
2.6276847729595767e+33
2.627799684228887e+33
2.627917214137978e+33
2.6280373290894703e+33
2.6281599947376326e+33
2.6282851759976064e+33
2.6284128370548163e+33
2.6285429413746036e+33
2.6286754517120616e+33
2.62881033012207e+33
2.6289475379695345e+33
2.6290870359398354e+33
2.629228784049452e+33
2.629372741656808e+33
2.6295188674732895e+33
2.629667119574465e+33
2.629817455411497e+33
2.629969831822726e+33
2.630124205045454e+33
2.6302805307279014e+33
2.630438763941343e+33
2.63059885919242e+33
2.630760770435631e+33
2.6309244510859896e+33
2.631089854031849e+33
2.6312569316478925e+33
2.6314256358082903e+33
2.631595917900011e+33
2.6317677288362894e+33
2.631941019070256e+33
2.632115738608701e+33
2.6322918370260013e+33
2.632469263478179e+33
2.6326479667171085e+33
2.6328278951048564e+33
2.6330089966281526e+33
2.633191218912998e+33
2.633374509239392e+33
2.6335588145561886e+33
2.633744081496061e+33
2.6339302563905975e+33
2.6341172852854934e+33
2.6343051139558604e+33
2.634493687921636e+33
2.6346829524630875e+33
2.6348728526364235e+33
2.6350633332894843e+33
2.6352543390775287e+33
2.635445814479097e+33
2.6356377038119597e+33
2.635829951249132e+33
2.6360225008349665e+33
2.636215296501308e+33
2.6364082820837054e+33
2.6366014013376956e+33
2.636794597955112e+33
2.636987815580467e+33
2.6371809978273655e+33
2.6373740882949533e+33
2.637567030584409e+33
2.6377597683154484e+33
2.6379522451428736e+33
2.6381444047731203e+33
2.6383361909808325e+33
2.638527547625436e+33
2.6387184186677246e+33
2.6389087481864383e+33
2.639098480394841e+33
2.639287559657277e+33
2.6394759305057235e+33
2.6396635376563074e+33
2.639850326025808e+33
2.6400362407481215e+33
2.64022122719068e+33
2.640405230970847e+33
2.6405881979722444e+33
2.640770074361041e+33
2.640950806602171e+33
2.6411303414755007e+33
2.6413086260919095e+33
2.641485607909316e+33
2.6416612347486095e+33
2.6418354548094954e+33
2.6420082166862627e+33
2.642179469383447e+33
2.6423491623313846e+33
2.642517245401676e+33
2.6426836689225295e+33
2.6428483836939804e+33
2.6430113410030004e+33
2.643172492638473e+33
2.6433317909060277e+33
2.64348918864276e+33
2.6436446392317704e+33
2.6437980966165955e+33
2.643949515315448e+33
2.6440988504353286e+33
2.644246057685956e+33
2.6443910933935226e+33
2.6445339145142966e+33
2.6446744786480273e+33
2.6448127440511734e+33
2.644948669649939e+33
2.6450822150531196e+33
2.6452133405647455e+33
2.6453420071965263e+33
2.6454681766800815e+33
2.645591811478967e+33
2.645712874800468e+33
2.6458313306071996e+33
2.6459471436284455e+33
2.6460602793712955e+33
2.646170704131533e+33
2.646278385004288e+33
2.6463832898944485e+33
2.6464853875268226e+33
2.646584647456053e+33
2.646681040076274e+33
2.6467745366305104e+33
2.646865109219818e+33
2.646952730812152e+33
2.647037375250973e+33
2.6471190172635753e+33
2.6471976324691476e+33
2.647273197386542e+33
2.647345689441771e+33
2.647415086975223e+33
2.647481369248571e+33
2.647544516451419e+33
2.647604509707627e+33
2.6476613310813654e+33
2.647714963582846e+33
2.64776539117378e+33
2.6478125987725115e+33
2.6478565722588564e+33
2.647897298478631e+33
2.64793476524788e+33
2.6479689613567806e+33
2.647999876573248e+33
2.6480275016462263e+33
2.648051828308651e+33
2.6480728492801186e+33
2.648090558269219e+33
2.6481049499755604e+33
2.648116020091479e+33
