time,body0_x,body0_y,body0_z,body1_x,body1_y,body1_z,body2_x,body2_y,body2_z
2592000.0,168855.84877729742,47392.13808101817,0.0,54165385617.98041,82525074672.98395,0.0,128663757738.41066,78033024061.29413,0.0
2678400.0,179029.68068730293,52009.980733788005,0.0,51456878012.507835,84210255958.00046,0.0,127325115010.08304,80298306622.64795,0.0
2764800.0,189429.87562290303,56904.73508866559,0.0,48695315594.81741,85808610958.19258,0.0,125949479882.39174,82540259993.72769,0.0
2851200.0,200048.2636479311,62082.280372714435,0.0,45883508363.18116,87318425856.90726,0.0,124537292357.67183,84758259234.66055,0.0
2937600.0,210876.50048720624,67548.23894804154,0.0,43024324425.86778,88738079599.44101,0.0,123089003680.32155,86951688824.50385,0.0
3024000.0,221906.07612677835,73307.97036683765,0.0,40120686819.678276,90066046036.62167,0.0,121605076097.08926,89119942882.56825,0.0
3110400.0,233128.32365197083,79366.56573885387,0.0,37175570238.75026,91300895951.45741,0.0,120085982612.49571,91262425382.38663,0.0
3196800.0,244534.4283104924,85728.84242264874,0.0,34191997678.427994,92441298964.45993,0.0,118532206739.6581,93378550358.21268,0.0
3283200.0,256115.4367872502,92399.33905133895,0.0,31173036999.24672,93486025313.47656,0.0,116944242246.78513,95467742103.94524,0.0
3369600.0,267862.26667688985,99382.31090294581,0.0,28121797416.318863,94433947504.10983,0.0,115322592899.61432,97529435364.38492,0.0
3456000.0,279765.71613951866,106681.72562474845,0.0,25041425919.63485,95284041827.06317,0.0,113667772200.06459,99563075518.74066,0.0
3542400.0,291816.4737245362,114301.25932033612,0.0,21935103631.001408,96035389739.02599,0.0,111980303121.37805,101568118756.31525,0.0
3628800.0,304005.1283470076,122244.29300729955,0.0,18806042103.534428,96687179103.99983,0.0,110260717840.02591,103544032244.30951,0.0
3715200.0,316322.1794005691,130513.90945271628,0.0,15657479569.800375,97238705292.26863,0.0,108509557464.6532,105490294287.6961,0.0
3801600.0,328758.046990457,139112.8903927715,0.0,12492677144.859354,97689372134.52861,0.0,106727371762.33682,107406394481.12433,0.0
3888000.0,341303.0822699004,148043.7141420168,0.0,9314914990.602997,98038692729.01682,0.0,104914718882.43057,109291833852.8285,0.0
3974400.0,353947.57786281925,157308.55359690785,0.0,6127488447.9009285,98286290099.80902,0.0,103072165078.26955,111146125000.52281,0.0
4060800.0,366681.77835551975,166909.2746373813,0.0,2933704143.169816,98431897704.79784,0.0,101200284427.00441,112968792219.27582,0.0
4147200.0,379495.8908398877,176847.43492933668,0.0,-263123923.9414692,98475359792.2075,0.0,99299658547.8341,114759371621.36847,0.0
4233600.0,392380.09549043764,187124.2831299807,0.0,-3459678304.998818,98416631604.8529,0.0,97370876318.9027,116517411248.14905,0.0
4320000.0,405324.5561574918,197740.7584970784,0.0,-6652642032.573454,98255779431.70406,0.0,95414533593.12318,118242471173.90858,0.0
4406400.0,418319.430958735,208697.49090223573,0.0,-9838702548.57259,97992980506.67346,0.0,93431232913.18777,119934123601.80977,0.0
4492800.0,431354.8828514162,219994.8012474203,0.0,-13014555624.31343,97628522754.89934,0.0,91421583226.02003,121591952951.91165,0.0
4579200.0,444421.0901675508,231632.7022830129,0.0,-16176909265.572355,97162804387.15283,0.0,89386199596.92062,123215555941.34158,0.0
4665600.0,457508.2570946149,243610.89982477468,0.0,-19322487595.89124,96596333343.3491,0.0,87325702923.65341,124804541656.67465,0.0
4752000.0,470606.6240844143,255928.79436622057,0.0,-22448034711.494354,95929726586.48967,0.0,85240719650.71434,126358531618.58908,0.0
4838400.0,483706.47817305586,268585.4830820091,0.0,-25550318501.261677,95163709248.70557,0.0,83131881484.02005,127877159838.87468,0.0
4924800.0,496798.163195247,281579.76221709757,0.0,-28626134425.317207,94299113631.40527,0.0,80999825106.24794,129360072869.87894,0.0
5011200.0,509872.08987649484,294910.1298555738,0.0,-31672309245.92352,93336878061.85756,0.0,78845191893.05386,130806929846.48297,0.0
5097600.0,522918.74578717427,308574.7890622612,0.0,-34685704704.52542,92278045608.85564,0.0,76668627630.3875,132217402520.70685,0.0
5184000.0,535928.7051428761,322571.6513894107,0.0,-37663221138.955574,91123762660.41394,0.0,74470782233.11945,133591175289.05061,0.0
5270400.0,548892.638435933,336898.34074004245,0.0,-40601801035.002106,89875277366.74155,0.0,72252309465.18796,134927945212.68385,0.0
5356800.0,561801.3218835493,351552.19757877843,0.0,-43498432506.74207,88533937952.01566,0.0,70013866661.46617,136227422030.60275,0.0
5443200.0,574645.6466785289,366530.28348033223,0.0,-46350152700.263405,87101190898.74298,0.0,67756114451.54466,137489328165.8795,0.0
5529600.0,587416.6280291963,381829.38600517757,0.0,-49154051115.63113,85578579008.74673,0.0,65479716485.61688,138713398725.1344,0.0
5616000.0,600105.4139757458,397446.02389132,0.0,-51907272842.199844,83967739345.04974,0.0,63185339162.648186,139899381491.36612,0.0
5702400.0,612703.2939709149,413376.4525505399,0.0,-54607021702.63207,82270401059.14044,0.0,60873651361.00212,141047036910.2799,0.0
5788800.0,625201.7072135744,429616.66985696607,0.0,-57250563301.25039,80488383108.3074,0.0,58545324171.69048,142156138070.2588,0.0
5875200.0,637592.2507245408,446162.4222153719,0.0,-59835227972.62866,78623591867.90845,0.0,56201030634.40636,143226470676.12607,0.0
5961600.0,649866.6871546523,463009.2108961736,0.0,-62358413626.612755,76678018643.60248,0.0,53841445476.49208,144257833016.8513,0.0
6048000.0,662016.9523159025,480152.2986237375,0.0,-64817588486.2527,74653737088.71544,0.0,51467244854.98675,145250035927.3556,0.0
6134400.0,674035.1624271857,497586.7164042864,0.0,-67210293715.42488,72552900532.03612,0.0,49079106101.89047,146202902744.57474,0.0
6220800.0,685913.6210669882,515307.27057942224,0.0,-69534145933.22316,70377739221.44276,0.0,46677707472.77528,147116269257.94122,0.0
6307200.0,697644.8258261323,533308.5500910606,0.0,-71786839612.50056,68130557488.8474,0.0,44263727898.865166,147989983654.44904,0.0
6393600.0,709221.4746544663,551584.9339433983,0.0,-73966149360.24696,65813730842.01205,0.0,41837846742.70035,148823906458.46658,0.0
6480000.0,720636.4718961735,570130.5988474116,0.0,-76069932077.79153,63429702988.839325,0.0,39400743557.49375,149617910466.46497,0.0
6566400.0,731882.9340091527,588939.5270332997,0.0,-78096128999.12106,60980982799.76986,0.0,36953097850.28017,150371880676.83032,0.0
6652800.0,742954.1949646879,608005.5142162605,0.0,-80042767605.90436,58470141213.930855,0.0,34495588848.95155,151085714214.9297,0.0
6739200.0,753843.8113243936,627322.1777009956,0.0,-81907963418.10844,55899808094.6743,0.0,32028895273.264725,151759320253.60083,0.0
6825600.0,764545.5669921625,646882.9646103965,0.0,-83689921659.38287,53272669040.1206,0.0,29553695109.9007,152392619929.23697,0.0
6912000.0,775053.4776395805,666681.1602239667,0.0,-85386938796.67311,50591462154.28414,0.0,27070665391.64805,152985546253.63736,0.0
6998400.0,785361.7948039855,686709.896411666,0.0,-86997403953.80104,47858974784.30242,0.0,24580481980.77567,153538044021.7945,0.0
7084800.0,795465.0096590427,706962.1601490467,0.0,-88519800199.02097,45078040229.220245,0.0,22083819356.653843,154050069715.7888,0.0
7171200.0,805357.8564583813,727430.8020997611,0.0,-89952705706.81975,42251534425.69652,0.0,19581350407.67573,154521591404.9605,0.0
7257600.0,815035.315653486,748108.5452517659,0.0,-91294794794.48175,39382372615.903366,0.0,17073746227.5251,154952588642.52832,0.0
7344000.0,824492.6166876581,768987.9935938322,0.0,-92544838834.18007,36473506002.77756,0.0,14561675915.829716,155343052358.82227,0.0
7430400.0,833725.2404684584,790061.6408192762,0.0,-93701707041.58641,33527918397.662205,0.0,12045806383.23373,155692984751.29816,0.0
7516800.0,842728.9215216052,811321.879044161,0.0,-94764367142.21083,30548622865.244743,0.0,9526802160.916351,156002399171.49866,0.0
7603200.0,851499.6498298444,832761.0075275851,0.0,-95731885916.8903,27538658370.55488,0.0,7005325214.578295,156271320009.12454,0.0
7689600.0,860033.6723608054,854371.2413820548,0.0,-96603429628.0401,24501086432.63553,0.0,4482034762.911791,156499782573.37808,0.0
7776000.0,868327.4942883372,876144.7202623378,0.0,-97378264328.46489,21438987789.341152,0.0,1957587100.5644836,156687832971.738,0.0
7862400.0,876377.8799122544,898073.5170216272,0.0,-98055756054.69684,18355459077.552345,0.0,-567364574.3978171,156835527986.3237,0.0
7948800.0,884181.853281837,920149.6463242676,0.0,-98635370906.9849,15253609532.92429,0.0,-3092170328.529682,156942934948.00357,0.0
8035200.0,891736.6985287972,942365.0732047593,0.0,-99116675018.20433,12136557713.11028,0.0,-5616183656.551044,157010131608.40018,0.0
8121600.0,899039.9599157756,964711.7215632038,0.0,-99499334414.08684,9007428248.221224,0.0,-8138761640.408526,157037206009.94217,0.0
8208000.0,906089.441606732,987181.4825878316,0.0,-99783114767.2902,5869348622.098559,0.0,-10659265103.867626,157024256354.11008,0.0
8294400.0,912883.2071658805,1009766.223095721,0.0,-99967881047.93243,2725445987.792238,0.0,-13177058762.654692,156971390868.02017,0.0
8380800.0,919419.5787920568,1032457.7937832988,0.0,-100053597073.30821,-421155979.5516591,0.0,-15691511370.171844,156878727669.48776,0.0
8467200.0,925697.1362956235,1055248.0373786911,0.0,-100040324959.58687,-3567340189.376908,0.0,-18201995858.812046,156746394630.7081,0.0
8553600.0,931714.7158251998,1078128.7966884726,0.0,-99928224478.35902,-6709999199.14748,0.0,-20707889476.905376,156574529240.68982,0.0
8640000.0,937471.4083516538,1101091.9225318397,0.0,-99717552320.95656,-9846038231.879679,0.0,-23208573921.33125,156363278466.57278,0.0
8726400.0,942966.5579169185,1124129.2815557083,0.0,-99408661273.51532,-12972378145.318487,0.0,-25703435465.834797,156112798613.9588,0.0
8812800.0,948199.7596552885,1147232.7639247018,0.0,-99001999305.78476,-16085958350.48334,0.0,-28191865085.08895,155823255186.38022,0.0
8899200.0,953170.8575949185,1170394.2908804566,0.0,-98498108576.71161,-19183739677.488342,0.0,-30673258574.54689,155494822744.02814,0.0
8985600.0,957879.9422472878,1193605.822165127,0.0,-97897624359.8386,-22262707186.718376,0.0,-33147016666.13245,155127684761.8585,0.0
9072000.0,962327.3479924113,1216859.3633044094,0.0,-97201273891.56226,-25319872923.61487,0.0,-35612545139.81889,154722033487.1906,0.0
9158400.0,966513.6502675652,1240146.9727458404,0.0,-96409875145.2883,-28352278615.492977,0.0,-38069254931.149025,154278069796.90964,0.0
9244800.0,970439.6625672714,1263460.7688485389,0.0,-95524335534.50838,-31356998308.97489,0.0,-40516562234.752075,153796003054.3803,0.0
9331200.0,974106.4332622283,1286792.9367209692,0.0,-94545650547.79929,-34331140946.781593,0.0,-42953888603.91503,153276050966.17642,0.0
9417600.0,977515.2422448046,1310135.7349036948,0.0,-93474902318.71503,-37271852882.77753,0.0,-45380661046.26819,152718439438.72623,0.0
9504000.0,980667.5974086252,1333481.5018944647,0.0,-92313258133.50433,-40176320334.30858,0.0,-47796312115.64668,152123402434.9712,0.0
9590400.0,983565.230969667,1356822.662513336,0.0,-91061968879.54195,-43041771771.01354,0.0,-50200280000.19148,151491181831.13132,0.0
9676800.0,986210.0956361648,1380151.734105884,0.0,-89722367437.31125,-45865480239.42268,0.0,-52592008606.75501,150822027273.66696,0.0
9763200.0,988604.3606344841,1403461.3325828733,0.0,-88295867018.71967,-48644765622.78354,0.0,-54970947641.67802,150116196036.52365,0.0
9849600.0,990750.4075979715,1426744.1782950738,0.0,-86783959454.4673,-51376996835.67401,0.0,-57336552688.005646,149373952878.74295,0.0
9936000.0,992650.8263256293,1449993.1017422038,0.0,-85188213433.12325,-54059593953.07572,0.0,-59688285279.21197,148595569902.51846,0.0
10022400.0,994308.4104172891,1473201.0491152504,0.0,-83510272694.49442,-56690030273.68648,0.0,-62025612969.503075,147781326411.77344,0.0
10108800.0,995726.1527917768,1496361.087671677,0.0,-81751854179.79866,-59265834317.34965,0.0,-64348009400.77002,146931508771.3322,0.0
10195200.0,996907.2410943717,1519466.4109432697,0.0,-79914746141.0774,-61784591756.56986,0.0,-66654954366.263535,146046410266.75507,0.0
10281600.0,997855.0529996679,1542510.3437765893,0.0,-78000806212.20453,-64243947282.169334,0.0,-68945933871.06325,145126330964.90216,0.0
10368000.0,998573.1514157424,1565486.3472062075,0.0,-76011959443.76767,-66641606403.21668,0.0,-71220440189.4145,144171577575.28955,0.0
10454400.0,999065.2795953287,1588388.0231610832,0.0,-73950196304.01495,-68975337181.43088,0.0,-73477971919.00668,143182463312.29636,0.0
10540800.0,999335.3561594887,1611209.1190046095,0.0,-71817570647.97769,-71242971900.32678,0.0,-75718034032.26678,142159307758.27966,0.0
10627200.0,999387.4700390588,1633943.5319090101,0.0,-69616197656.79465,-73442408669.42575,0.0,-77940137924.74284,141102436727.65024,0.0
10713600.0,999225.8753389403,1656585.3130648998,0.0,-67348251749.17899,-75571612963.90527,0.0,-80143801460.65137,140012182131.95908,0.0
10800000.0,998854.986130086,1679128.6717269395,0.0,-65015964466.884796,-77628619100.10548,0.0,-82328549015.66331,138888881846.04205,0.0
10886400.0,998279.3711738281,1701567.9790966224,0.0,-62621622335.94561,-79611531647.34782,0.0,-84493911517.0031,137732879575.2667,0.0
10972800.0,997503.7485829801,1723897.7720433073,0.0,-60167564705.37452,-81518526776.55267,0.0,-86639426480.93484,136544524723.92247,0.0
11059200.0,996532.9804239385,1746112.7566646924,0.0,-57656181564.9327,-83347853546.16808,0.0,-88764638047.70988,135324172264.79308,0.0
11145600.0,995372.0672638072,1768207.811687976,0.0,-55089911343.49288,-85097835125.94133,0.0,-90869097014.04945,134072182609.94633,0.0
11232000.0,994026.1426663673,1790177.9917129918,0.0,-52471238689.44501,-86766869959.07918,0.0,-92952360863.23576,132788921482.77496,0.0
11318400.0,992500.4676405205,1812018.5302986393,0.0,-49802692234.51433,-88353432863.35103,0.0,-95013993792.8846,131474759791.3184,0.0
11404800.0,990800.4250446435,1833724.842893936,0.0,-47086842342.2873,-89856076071.69324,0.0,-97053566740.47173,130130073502.8938,0.0
11491200.0,988931.5139501103,1855292.529615033,0.0,-44326298842.66853,-91273430212.87102,0.0,-99070657406.68521,128755243520.06142,0.0
11577600.0,986899.3439670614,1876717.3778695166,0.0,-41523708753.42224,-92604205232.74855,0.0,-101064850276.67464,127350655557.94748,0.0
11664000.0,984709.6295353277,1897995.364829304,0.0,-38681753989.885185,-93847191256.70747,0.0,-103035736639.26804,125916700022.94514,0.0
11750400.0,982368.1841832603,1919122.6597534046,0.0,-35803149063.874565,-95001259393.73926,0.0,-104982914604.22624,124453771892.8119,0.0
11836800.0,979880.9147570586,1940095.6261617849,0.0,-32890638772.754074,-96065362482.71838,0.0,-106905989117.60371,122962270598.17955,0.0
11923200.0,977253.8156230493,1960910.823861518,0.0,-29946995879.564754,-97038535781.34123,0.0,-108804571975.28415,121442599905.4908,0.0
12009600.0,974492.9628452297,1981565.0108263423,0.0,-26975018785.074104,-97919897598.18983,0.0,-110678281834.75813,119895167801.37442,0.0
12096000.0,971604.5083402647,2002055.144930688,0.0,-23977529192.54776,-98708649868.35078,0.0,-112526744225.20941,118320386378.46881,0.0
12182400.0,968594.6740120103,2022378.3855391508,0.0,-20957369766.002544,-99404078672.98828,0.0,-114349591555.97507,116718671722.70197,0.0
12268800.0,965469.7458675288,2042532.094952317,0.0,-17917401782.658443,-100005554703.23563,0.0,-116146463123.44444,115090443802.034,0.0
12355200.0,962236.068116465,2062513.8397097508,0.0,-14860502780.269712,-100512533668.73317,0.0,-117917005116.45999,113436126356.66649,0.0
12441600.0,958900.0372555688,2082321.391750867,0.0,-11789564199.98236,-100924556651.10164,0.0,-119660870620.28282,111756146790.72108,0.0
12528000.0,955468.0961400722,2101952.7294343077,0.0,-8707489025.336452,-101241250402.59947,0.0,-121377719619.18419,110050936065.38835,0.0
12614400.0,951946.7280435665,2121406.038416347,0.0,-5617189418.007259,-101462327590.17024,0.0,-123067218997.72337,108320928593.54596,0.0
12700800.0,948342.4507079703,2140679.712388738,0.0,-2521584350.859325,-101587586985.04317,0.0,-124729042540.77115,106566562135.84398,0.0
12787200.0,944661.8103851409,2159772.353676305,0.0,576402761.1280694,-101616913598.00467,0.0,-126362870932.337,104788277698.25337,0.0
12873600.0,940911.3758716456,2178682.7736944864,0.0,3673846431.5165873,-101550278760.41393,0.0,-127968391753.25711,102986519431.07239,0.0
12960000.0,937097.7325381957,2197409.9932668987,0.0,6767821474.104767,-101387740150.98914,0.0,-129545299477.79887,101161734529.3842,0.0
13046400.0,933227.4763552329,2215953.2428029086,0.0,9855405375.125284,-101129441768.34532,0.0,-131093295469.23679,99314373134.95778,0.0
13132800.0,929307.2079161666,2234311.9623350604,0.0,12933680665.402111,-100775613849.218,0.0,-132612087974.45308,97444888239.5827,0.0
13219200.0,925343.5264597704,2252485.801416108,0.0,15999737291.919044,-100326572732.26122,0.0,-134101392117.6156,95553735589.82741,0.0
13305600.0,921343.0238932747,2270474.618875289,0.0,19050674988.239475,-99782720667.26306,0.0,-135560929892.98402,93641373593.20921,0.0
13392000.0,917312.2788177311,2288278.482433363,0.0,22083605643.201183,-99144545569.57687,0.0,-136990430156.89447,91708263225.7633,0.0
13478400.0,913257.85055727,2305897.6681758333,0.0,25095655667.289333,-98412620719.5229,0.0,-138389628618.9712,89754867940.99684,0.0
13564800.0,909186.2731939354,2323332.6598836654,0.0,28083968356.065857,-97587604406.47272,0.0,-139758267832.61322,87781653580.21326,0.0
13651200.0,905104.0496098495,2340584.1482207184,0.0,31045706250.004036,-96670239517.28787,0.0,-141096097184.80203,85789088284.191,0.0
13737600.0,901017.6455385435,2357653.0297770053,0.0,33978053490.043404,-95661353068.74551,0.0,-142402872885.27585,83777642406.19981,0.0
13824000.0,896933.483627382,2374540.4059668137,0.0,36878218168.142105,-94561855683.54648,0.0,-143678357955.11447,81747788426.3371,0.0
13910400.0,892857.9375131115,2391247.5817806255,0.0,39743434672.06186,-93372741009.46715,0.0,-144922322214.77747,79700000867.16557,0.0
13996800.0,888797.3259126776,2407776.0643897047,0.0,42570966023.57447,-92095085081.18428,0.0,-146134542271.63745,77634756210.63326,0.0
14083200.0,884757.906731575,2424127.561602145,0.0,45358106209.22877,-90730045624.27313,0.0,-147314801507.04916,75552532816.2555,0.0
14169600.0,880745.8711921334,2440303.9801691114,0.0,48102182502.762985,-89278861300.85309,0.0,-148462890062.9935,73453810840.53845,0.0
14256000.0,876767.3379842759,2456307.4239399456,0.0,50800557778.18998,-87742850896.33292,0.0,-149578604828.33478,71339072157.62256,0.0
14342400.0,872828.3474414452,2472140.191864773,0.0,53450632812.5216,-86123412446.68843,0.0,-150661749424.72836,69208800281.12378,0.0
14428800.0,868934.8557445464,2487804.7758432007,0.0,56049848577.03403,-84422022305.69109,0.0,-151712134192.21445,67063480287.1502,0.0
14515200.0,865092.7291569251,2503303.858417674,0.0,58595688515.90828,-82640234151.49474,0.0,-152729576174.53296,64903598738.470566,0.0
14601600.0,861307.7382935741,2518640.310310054,0.0,61085680811.009285,-80779677931.98186,0.0,-153713899104.19293,62729643609.81103,0.0
14688000.0,857585.5524279431,2533817.18779996,0.0,63517400631.49368,-78842058748.26897,0.0,-154664933387.3293,60542104214.25584,0.0
14774400.0,853931.7338399148,2548837.729943439,0.0,65888472366.86036,-76829155675.77403,0.0,-155582516088.37833,58341471130.72721,0.0
14860800.0,850351.7322087042,2563705.355630552,0.0,68196571841.9794,-74742820522.25745,0.0,-156466490914.6018,56128236132.51922,0.0
14947200.0,846850.8790546382,2578423.660480491,0.0,70439428512.55493,-72584976522.2619,0.0,-157316708200.48987,53902892116.86003,0.0
15033600.0,843434.3822339745,2592996.4135728986,0.0,72614827639.39502,-70357616967.39598,0.0,-158133024892.06992,51665933035.47655,0.0
15120000.0,840107.3204911296,2607427.554014124,0.0,74720612439.77823,-68062803771.931725,0.0,-158915304531.14944,49417853826.13509,0.0
15206400.0,836874.6380728926,2621721.187337231,0.0,76754686214.12178,-65702665973.217766,0.0,-159663417239.51828,47159150345.13142,0.0
15292800.0,833741.1394094151,2635881.5817346666,0.0,78715014446.07048,-63279398166.44716,0.0,-160377239703.13562,44890319300.70303,0.0
15379200.0,830711.4838669845,2649913.1641226117,0.0,80599626874.03961,-60795258873.363205,0.0,-161056655156.32584,42611858187.33664,0.0
15465600.0,827790.1805777963,2663820.5160361603,0.0,82406619532.1588,-58252568844.53705,0.0,-161701553366.00595,40324265220.94297,0.0
15552000.0,824981.5833521592,2677608.3693546243,0.0,84134156758.47803,-55653709294.90817,0.0,-162311830615.96677,38028039274.87136,0.0
15638400.0,822289.8856787769,2691281.601856415,0.0,85780473168.21156,-53001120072.343094,0.0,-162887389691.22882,35723679816.73597,0.0
15724800.0,819719.1158189577,2704845.232603143,0.0,87343875589.71187,-50297297759.03868,0.0,-163428139862.49304,33411686846.025387,0.0
15811200.0,817273.1320008113,2718304.417152757,0.0,88822744960.78256,-47544793705.67474,0.0,-163933996870.7051,31092560832.4673,0.0
15897600.0,814955.6177196896,2731664.442601779,0.0,90215538182.85954,-44746211998.30579,0.0,-164404882911.7519,28766802655.119526,0.0
15984000.0,812770.0771513222,2744930.722456911,0.0,91520789930.5109,-41904207358.074356,0.0,-164840726621.30667,26434913542.158745,0.0
16070400.0,810719.8306842848,2758108.79133654,0.0,92737114413.63153,-39021482973.92788,0.0,-165241463059.83987,24097395011.338028,0.0
16156800.0,808808.0105786157,2771204.299502946,0.0,93863207089.63689,-36100788268.62806,0.0,-165607033697.81006,21754748811.08418,0.0
16243200.0,807037.5567575612,2784223.007226294,0.0,94897846322.89244,-33144916598.455276,0.0,-165937386401.05008,19407476862.205788,0.0
16329600.0,805411.2127395896,2797170.7789818035,0.0,95839894988.55289,-30156702887.131847,0.0,-166232475416.36142,17056081200.182808,0.0
16416000.0,803931.5217179559,2810053.5774818044,0.0,96688302017.92686,-27139021194.615566,0.0,-166492261357.32953,14701063918.008385,0.0
16502400.0,802600.8227952265,2822877.457544728,0.0,97442103882.43095,-24094782221.54969,0.0,-166716711190.3718,12342927109.553627,0.0
16588800.0,801421.2473802891,2835648.5598034435,0.0,98100426013.15018,-21026930750.296684,0.0,-166905798221.02896,9982172813.425917,0.0
16675200.0,800394.7157554721,2848373.1042557075,0.0,98662484152.98326,-17938443023.6306,0.0,-167059502080.50983,7619302957.291361,0.0
16761600.0,799522.9338214694,2861057.3836598997,0.0,99127585638.31822,-14832324062.316591,0.0,-167177808712.49857,5254819302.631916,0.0
16848000.0,798807.3900278353,2873707.756779596,0.0,99495130607.15985,-11711604922.965477,0.0,-167260710360.2325,2889223389.9077387,0.0
16934400.0,798249.3524968433,2886330.641480967,0.0,99764613130.61426,-8579339897.716042,0.0,-167308205553.8583,523016484.09528255,0.0
17020800.0,797849.8663485268,2898932.507687396,0.0,99935622264.62863,-5438603657.467652,0.0,-167320299098.07236,-1843300479.4283247,0.0
17107200.0,797609.7512347053,2911519.87019617,0.0,100007843018.88643,-2292488340.5601144,0.0,-167297002060.052,-4209226948.6840734,0.0
17193600.0,797529.5990897728,2924099.281362527,0.0,99981057239.77019,855899411.023757,0.0,-167238331757.68158,-6574262808.602472,0.0
17280000.0,797609.7721059625,2936677.323656808,0.0,99855144404.32652,4003441465.6753654,0.0,-167144311748.0782,-8937908434.276945,0.0
17366400.0,797850.4009407215,2949260.6021009367,0.0,99630082322.20107,7147011263.954826,0.0,-167014971816.4199,-11299664743.988596,0.0
17452800.0,798251.38316371,2961855.7365908995,0.0,99305947742.55539,10283476925.532816,0.0,-166850347965.07904,-13659033252.031635,0.0
17539200.0,798812.3819508016,2974469.354112396,0.0,98882916863.03387,13409704398.460796,0.0,-166650482403.06256,-16015516121.368734,0.0
17625600.0,799532.825032286,2987108.080857291,0.0,98361265737.91656,16522560647.760578,0.0,-166415423535.75974,-18368616216.145485,0.0
