time,flux,flux_noisy
0,0.9998324708514995,0.9999090455318428
86400,1.0,1.0001986549269006
172800,1.0,1.0000368379753546
259200,1.0,0.9999680803367714
345600,1.0,1.0001357311645969
432000,1.0,1.0002670772591815
518400,1.0,1.000144111503068
604800,1.0,1.0000474187569808
691200,1.0,0.9999442398769739
777600,1.0,1.0001023633403743
864000,1.0,1.0001528919558014
950400,1.0,0.9999812245593583
1036800,1.0,0.9999851118523349
1123200,1.0,1.000046805721621
1209600,1.0,0.9998866526514969
1296000,1.0,1.0000596040619476
1382400,1.0,0.9999651630971357
1468800,1.0,0.9999516078236682
1555200,1.0,1.0001523991683698
1641600,1.0,0.9999980464946238
1728000,1.0,1.0000502472786001
1814400,1.0,1.000081731475399
1900800,1.0,0.9997714767615397
1987200,1.0,1.0000520163974176
2073600,1.0,1.000091633851291
2160000,1.0,1.0000885061173612
2246400,1.0,0.9999908756795609
2332800,1.0,0.9997356548374455
2419200,1.0,1.000045159015246
2505600,1.0,1.0000064614687894
2592000,1.0,1.0000089939542145
2678400,1.0,1.0000257546455185
2764800,1.0,1.0000274001343339
2851200,1.0,0.9999041274768048
2937600,1.0,1.0001003053893194
3024000,1.0,0.9999003990570104
3110400,1.0,1.000172426084276
3196800,1.0,1.000014147439764
3283200,1.0,0.9999901139491777
3369600,1.0,0.9999272638909544
3456000,1.0,1.0000116945485558
3542400,1.0,0.9998742694307557
3628800,1.0,0.9999844301219671
3715200,1.0,0.9999651623550319
3801600,1.0,0.9999778772452219
3888000,1.0,1.0000493624068802
3974400,1.0,1.0001023517301348
4060800,1.0,1.0001324660337028
4147200,1.0,1.0000869431472976
4233600,1.0,0.9999258621704852
4320000,1.0,1.0000319468766399
4406400,1.0,0.9999501891525354
4492800,1.0,1.000130924975578
4579200,1.0,1.0001105013061666
4665600,1.0,1.0000116518166013
4752000,1.0,1.000011193793091
4838400,1.0,0.999876905632271
4924800,1.0,0.9999894555308155
5011200,1.0,1.0000143175939609
5097600,1.0,1.000103807939402
5184000,1.0,1.0002058199121184
5270400,1.0,0.9999917302755013
5356800,1.0,0.9999340793486711
5443200,1.0,0.999840901726423
5529600,1.0,0.9999302927866419
5616000,1.0,1.0000957910033186
5702400,1.0,1.0000071981290828
5788800,1.0,1.0001016534612057
5875200,1.0,0.9997895505858441
5961600,1.0,0.9999377010436239
6048000,1.0,0.999953990041407
6134400,1.0,1.0000549948685338
6220800,1.0,1.000045022257631
6307200,1.0,1.0000986613613574
6393600,1.0,1.0000872232303453
6480000,1.0,1.000121355128139
6566400,1.0,0.9999520765840316
6652800,1.0,0.999929177105078
6739200,1.0,1.0000579185649678
6825600,1.0,1.000038883403176
6912000,1.0,1.0000457073734796
6998400,1.0,0.999957656728396
7084800,1.0,0.9999423418656306
7171200,1.0,0.999976499221091
7257600,1.0,1.000122401402697
7344000,1.0,0.9998134215094068
7430400,1.0,0.9999002366313101
7516800,1.0,0.9999556243109216
7603200,1.0,0.9999131840158291
7689600,1.0,1.0000854340351133
7776000,1.0,0.999882237614931
7862400,1.0,0.9999357260037159
7948800,1.0,1.0001074377332992
8035200,1.0,0.9997822950498402
8121600,1.0,0.9999787029496053
8208000,1.0,1.000008288336814
8294400,1.0,1.000033454549122
8380800,1.0,0.9999525306934326
8467200,0.9999162354257498,0.999896231690904
8553600,1.0,0.9999967786058294
8640000,1.0,0.9999383741572153
8726400,1.0,1.0000310892479731
8812800,1.0,0.9999769110595674
8899200,1.0,0.9998421599028576
8985600,1.0,1.0000414136910385
9072000,1.0,0.9999341632711336
9158400,1.0,1.0001651339507056
9244800,1.0,0.9999725180743966
9331200,1.0,0.9998556544175432
9417600,1.0,1.0000311248436047
9504000,1.0,0.9999368721252424
9590400,1.0,0.9999884226985759
9676800,1.0,0.9999495137652068
9763200,1.0,1.0000639355527297
9849600,1.0,0.9999221348935562
9936000,1.0,1.0000606633489038
10022400,1.0,1.0000816789631453
10108800,1.0,0.999897477555688
10195200,1.0,0.9999768752248344
10281600,1.0,1.0000074845435494
10368000,1.0,1.0001912908878816
10454400,1.0,1.0000077665254574
10540800,1.0,0.99989708626977
10627200,1.0,0.999972865551987
10713600,1.0,0.9999892560784251
10800000,1.0,1.0000437227524896
10886400,1.0,0.9999668400696171
10972800,1.0,1.0002008949246033
11059200,1.0,1.000115419071232
11145600,1.0,1.000009249319674
11232000,1.0,1.0001070321510106
11318400,1.0,1.000004445041174
11404800,1.0,0.99986163302074
11491200,1.0,1.0001321795897775
11577600,1.0,0.9998539924509366
11664000,1.0,0.9999501173388158
11750400,1.0,0.9998464997332368
11836800,1.0,1.000081043644255
11923200,1.0,1.000015082006767
12009600,1.0,0.9999692080633032
12096000,1.0,1.000003336769021
12182400,1.0,0.9997393615576011
12268800,1.0,1.0000536276853624
12355200,1.0,0.9998496870245747
12441600,1.0,0.9999467609493111
12528000,1.0,1.0000873745301513
